ID_Jugador,Jugador
532,Lamine Yamal; Alphonso Davies
533,Ninguno; Vinícius Júnior; Cristiano Ronaldo
534,Federico Valverde; Kylian Mbappé; Cristiano Ronaldo
535,Vinícius Júnior; Lionel Messi; Jude Bellingham
536,Kylian Mbappé; Jude Bellingham; Cristiano Ronaldo
537,Christian Pulisic; Lionel Messi; Vinícius Júnior
538,Julián Álvarez; Rodri; Lamine Yamal
539,Christian Pulisic; Lamine Yamal
540,Vinícius Júnior; Neymar Jr.; Federico Valverde
541,Lamine Yamal; Jude Bellingham; Alphonso Davies
542,Lamine Yamal; Ninguno; Cristiano Ronaldo
543,Harry Kane; Alphonso Davies; Cristiano Ronaldo
544,Federico Valverde; Cristiano Ronaldo; Alphonso Davies
545,Cristiano Ronaldo; Vinícius Júnior; Lamine Yamal
546,Lionel Messi; Kylian Mbappé; Vinícius Júnior
547,Lionel Messi; Lamine Yamal; Vinícius Júnior
548,Lamine Yamal; Cristiano Ronaldo; Jude Bellingham
549,Alphonso Davies; Jude Bellingham
550,Vinícius Júnior; Neymar Jr.; Lamine Yamal
551,Christian Pulisic; Lionel Messi; Kylian Mbappé
552,Vinícius Júnior; Christian Pulisic; Lionel Messi
553,Lamine Yamal; Harry Kane; Vinícius Júnior
554,Rodri; Kylian Mbappé; Jude Bellingham
555,Rodri; Vinícius Júnior; Lionel Messi
556,Vinícius Júnior; Julián Álvarez; Jude Bellingham
557,Vinícius Júnior; Rodri; Cristiano Ronaldo
558,Federico Valverde; Cristiano Ronaldo; Harry Kane
559,Lionel Messi; Lamine Yamal; Neymar Jr.
560,Christian Pulisic; Vinícius Júnior; Lionel Messi
561,Julián Álvarez; Kylian Mbappé; Lamine Yamal
562,Alphonso Davies; Lionel Messi; Vinícius Júnior
563,Rodri; Neymar Jr.; Cristiano Ronaldo
564,Kylian Mbappé; Christian Pulisic; Federico Valverde
565,Cristiano Ronaldo; Neymar Jr.; Harry Kane
566,Ninguno; Kylian Mbappé; Julián Álvarez
567,Ninguno; Jude Bellingham
568,Lamine Yamal; Lionel Messi; Christian Pulisic
569,Rodri; Vinícius Júnior
570,Cristiano Ronaldo; Ninguno; Vinícius Júnior
571,Neymar Jr.; Kylian Mbappé; Julián Álvarez
572,Jude Bellingham; Kylian Mbappé
573,Jude Bellingham; Neymar Jr.; Alphonso Davies
574,Alphonso Davies; Neymar Jr.; Lionel Messi
575,Neymar Jr.; Federico Valverde; Lamine Yamal
576,Lionel Messi; Lamine Yamal; Julián Álvarez
577,Christian Pulisic; Lionel Messi; Cristiano Ronaldo
578,Julián Álvarez; Neymar Jr.; Lionel Messi
579,Lamine Yamal; Neymar Jr.; Cristiano Ronaldo
580,Vinícius Júnior; Julián Álvarez; Lionel Messi
581,Kylian Mbappé; Federico Valverde; Lamine Yamal
582,Kylian Mbappé; Neymar Jr.; Julián Álvarez
583,Lamine Yamal; Lionel Messi; Ninguno
584,Lionel Messi; Harry Kane; Kylian Mbappé
585,Cristiano Ronaldo; Harry Kane; Vinícius Júnior
586,Rodri; Kylian Mbappé; Lamine Yamal
587,Kylian Mbappé; Harry Kane; Cristiano Ronaldo
588,Neymar Jr.; Rodri; Christian Pulisic
589,Ninguno; Lionel Messi; Neymar Jr.
590,Lionel Messi; Alphonso Davies; Federico Valverde
591,Vinícius Júnior; Alphonso Davies
592,Neymar Jr.; Vinícius Júnior; Rodri
593,Cristiano Ronaldo; Lamine Yamal; Ninguno
594,Neymar Jr.; Christian Pulisic; Ninguno
595,Jude Bellingham; Cristiano Ronaldo; Christian Pulisic
596,Neymar Jr.; Lionel Messi; Jude Bellingham
597,Vinícius Júnior; Christian Pulisic; Lamine Yamal
598,Alphonso Davies; Lionel Messi; Julián Álvarez
599,Lionel Messi; Lamine Yamal; Rodri
600,Christian Pulisic; Neymar Jr.; Lionel Messi
601,Julián Álvarez; Lamine Yamal; Alphonso Davies
602,Ninguno; Neymar Jr.; Lamine Yamal
603,Vinícius Júnior; Lamine Yamal; Jude Bellingham
604,Vinícius Júnior; Federico Valverde; Kylian Mbappé
605,Christian Pulisic; Harry Kane
606,Neymar Jr.; Christian Pulisic; Jude Bellingham
607,Alphonso Davies; Cristiano Ronaldo; Lionel Messi
608,Harry Kane; Kylian Mbappé; Neymar Jr.
609,Cristiano Ronaldo; Vinícius Júnior; Jude Bellingham
610,Vinícius Júnior; Jude Bellingham; Christian Pulisic
611,Christian Pulisic; Cristiano Ronaldo; Lamine Yamal
612,Neymar Jr.; Vinícius Júnior; Kylian Mbappé
613,Jude Bellingham; Cristiano Ronaldo; Neymar Jr.
614,Lamine Yamal; Jude Bellingham; Lionel Messi
615,Jude Bellingham; Lamine Yamal; Vinícius Júnior
616,Kylian Mbappé; Jude Bellingham; Neymar Jr.
617,Neymar Jr.; Vinícius Júnior; Jude Bellingham
618,Cristiano Ronaldo; Federico Valverde; Lionel Messi
619,Neymar Jr.; Christian Pulisic; Rodri
620,Neymar Jr.; Julián Álvarez; Cristiano Ronaldo
621,Lionel Messi; Harry Kane; Christian Pulisic
622,Harry Kane; Vinícius Júnior
623,Lionel Messi; Lamine Yamal; Alphonso Davies
624,Alphonso Davies; Lionel Messi; Harry Kane
625,Jude Bellingham; Vinícius Júnior; Kylian Mbappé
626,Rodri; Neymar Jr.; Federico Valverde
627,Rodri; Lamine Yamal
628,Cristiano Ronaldo; Rodri; Alphonso Davies
629,Ninguno; Cristiano Ronaldo; Federico Valverde
630,Lionel Messi; Cristiano Ronaldo; Christian Pulisic
631,Cristiano Ronaldo; Lamine Yamal; Federico Valverde
632,Neymar Jr.; Rodri; Vinícius Júnior
633,Cristiano Ronaldo; Kylian Mbappé; Lamine Yamal
634,Kylian Mbappé; Lamine Yamal; Lionel Messi
635,Alphonso Davies; Julián Álvarez; Harry Kane
636,Lionel Messi; Alphonso Davies; Kylian Mbappé
637,Vinícius Júnior; Alphonso Davies; Ninguno
638,Jude Bellingham; Lionel Messi; Vinícius Júnior
639,Kylian Mbappé; Cristiano Ronaldo; Lamine Yamal
640,Lamine Yamal; Cristiano Ronaldo; Lionel Messi
641,Alphonso Davies; Ninguno; Neymar Jr.
642,Ninguno; Cristiano Ronaldo; Vinícius Júnior
643,Lionel Messi; Kylian Mbappé; Neymar Jr.
644,Lamine Yamal; Kylian Mbappé; Christian Pulisic
645,Cristiano Ronaldo; Neymar Jr.; Rodri
646,Neymar Jr.; Rodri
647,Neymar Jr.; Jude Bellingham; Alphonso Davies
648,Lionel Messi; Federico Valverde; Christian Pulisic
649,Julián Álvarez; Lionel Messi; Lamine Yamal
650,Alphonso Davies; Lamine Yamal; Christian Pulisic
651,Federico Valverde; Cristiano Ronaldo; Vinícius Júnior
652,Rodri; Lionel Messi; Cristiano Ronaldo
653,Vinícius Júnior; Alphonso Davies; Julián Álvarez
654,Jude Bellingham; Vinícius Júnior; Neymar Jr.
655,Neymar Jr.; Vinícius Júnior; Alphonso Davies
656,Lamine Yamal; Vinícius Júnior; Neymar Jr.
657,Lionel Messi; Cristiano Ronaldo; Kylian Mbappé
658,Harry Kane; Ninguno; Lionel Messi
659,Lamine Yamal; Kylian Mbappé; Jude Bellingham
660,Harry Kane; Federico Valverde
661,Vinícius Júnior; Christian Pulisic; Kylian Mbappé
662,Alphonso Davies; Kylian Mbappé; Cristiano Ronaldo
663,Lionel Messi; Jude Bellingham; Neymar Jr.
664,Neymar Jr.; Harry Kane
665,Neymar Jr.; Lamine Yamal; Lionel Messi
666,Rodri; Cristiano Ronaldo; Jude Bellingham
667,Lionel Messi; Jude Bellingham; Harry Kane
668,Vinícius Júnior; Jude Bellingham; Federico Valverde
669,Neymar Jr.; Federico Valverde; Lionel Messi
670,Julián Álvarez; Rodri
671,Harry Kane; Christian Pulisic
672,Christian Pulisic; Vinícius Júnior; Lamine Yamal
673,Neymar Jr.; Kylian Mbappé; Alphonso Davies
674,Alphonso Davies; Julián Álvarez; Lionel Messi
675,Lamine Yamal; Vinícius Júnior; Cristiano Ronaldo
676,Lionel Messi; Rodri; Cristiano Ronaldo
677,Vinícius Júnior; Kylian Mbappé; Lamine Yamal
