ID_Encuesta,ID_Edad,ID_Genero,ID_Departamento,ID_Municipio,ID_Ocupacion,ID_Seleccion,ID_Jugador,ID_Promocion,ID_Frecuencia,ID_LugarCompra,ID_CompaniaPartidos,ID_Snack,ID_Sabor,ID_Presentacion,ID_Tiempo,PrecioAdecuado
283,5,2,1,20.0,7.0,8,8,5,3,4.0,3,45,2.0,2,53,Menos de Q10
284,6,1,1,8.0,4.0,1,164,6,1,2.0,5,152,8.0,1,71,Más de Q30
285,5,1,17,12.0,5.0,5,11,3,4,5.0,3,6,,3,109,Menos de Q10
286,5,1,14,17.0,2.0,8,165,7,4,1.0,1,153,7.0,2,99,Q10 - Q15
287,5,2,14,18.0,3.0,9,166,4,3,2.0,3,154,9.0,2,10,Q21 - Q30
288,2,2,1,8.0,1.0,3,22,3,1,2.0,3,155,6.0,3,69,Q21 - Q30
289,3,2,3,22.0,9.0,8,8,7,3,2.0,3,34,7.0,1,67,Q16 - Q20
290,5,2,1,3.0,9.0,5,11,1,2,6.0,3,156,7.0,3,103,Q21 - Q30
291,3,2,23,19.0,2.0,8,102,7,4,4.0,1,157,,1,79,Q10 - Q15
292,1,1,1,6.0,4.0,4,123,1,1,4.0,3,158,8.0,1,50,Q21 - Q30
293,3,2,1,6.0,3.0,23,4,2,3,6.0,3,159,7.0,1,105,Q16 - Q20
294,3,3,1,6.0,5.0,37,4,5,5,2.0,3,157,1.0,3,110,Q16 - Q20
295,5,1,1,3.0,8.0,7,6,4,1,5.0,3,28,8.0,2,60,Más de Q30
296,3,1,3,22.0,8.0,8,167,3,1,3.0,5,38,1.0,1,49,Q10 - Q15
297,2,1,1,1.0,9.0,3,11,3,2,2.0,2,160,3.0,2,106,Menos de Q10
298,2,2,15,12.0,4.0,22,168,4,2,6.0,3,161,3.0,4,72,Q21 - Q30
299,4,2,1,8.0,4.0,5,6,5,4,1.0,1,162,6.0,4,24,Q10 - Q15
300,1,2,1,3.0,9.0,38,39,5,4,5.0,3,9,4.0,3,61,Q10 - Q15
301,6,1,7,11.0,6.0,38,31,6,1,6.0,1,52,8.0,3,73,Q10 - Q15
302,6,1,1,3.0,4.0,7,39,1,2,2.0,1,1,1.0,2,14,Q21 - Q30
303,4,1,1,6.0,4.0,5,18,5,3,2.0,1,163,5.0,3,51,Q16 - Q20
304,6,3,1,8.0,4.0,8,169,4,3,2.0,3,35,6.0,3,29,Q16 - Q20
305,2,2,1,1.0,8.0,9,39,1,5,5.0,2,49,4.0,3,91,Q10 - Q15
306,2,1,7,12.0,8.0,8,62,5,3,2.0,3,164,3.0,2,87,Menos de Q10
307,3,2,3,10.0,4.0,17,11,4,2,2.0,2,96,3.0,1,73,Q10 - Q15
308,5,2,1,3.0,1.0,17,76,5,4,4.0,3,165,3.0,2,59,Menos de Q10
309,2,1,3,4.0,4.0,21,68,3,3,5.0,1,166,1.0,1,102,Q21 - Q30
310,1,1,1,1.0,4.0,4,170,5,5,2.0,2,28,1.0,3,111,Q16 - Q20
311,5,1,23,34.0,4.0,17,18,4,2,5.0,1,167,5.0,4,75,Q10 - Q15
312,5,1,1,8.0,5.0,9,8,4,1,4.0,3,168,8.0,3,12,Q10 - Q15
313,2,1,8,19.0,4.0,7,4,2,5,3.0,2,47,8.0,2,6,Q21 - Q30
314,4,2,12,19.0,9.0,5,10,5,4,4.0,3,169,3.0,1,112,Q10 - Q15
315,3,1,1,1.0,5.0,8,171,3,3,1.0,1,170,3.0,4,39,Q16 - Q20
316,6,2,1,8.0,8.0,9,53,4,4,6.0,1,171,3.0,2,109,Q16 - Q20
317,4,2,23,34.0,9.0,39,53,4,5,5.0,1,29,9.0,2,90,Más de Q30
318,2,1,3,10.0,4.0,22,33,3,2,2.0,1,34,5.0,2,22,Q16 - Q20
319,4,1,1,20.0,4.0,9,6,7,1,5.0,1,11,7.0,3,12,Menos de Q10
320,4,2,16,12.0,9.0,8,146,3,2,5.0,1,172,8.0,1,44,Q16 - Q20
321,4,2,6,19.0,4.0,5,41,5,3,2.0,1,12,4.0,2,113,Q10 - Q15
322,5,2,1,6.0,8.0,1,172,5,3,4.0,3,173,3.0,4,72,Q16 - Q20
323,3,1,1,6.0,5.0,8,46,2,2,1.0,2,35,9.0,2,88,Más de Q30
324,6,1,5,7.0,,7,173,3,2,2.0,1,11,9.0,3,109,Q16 - Q20
325,4,2,18,12.0,1.0,8,135,5,3,6.0,3,174,6.0,2,81,Q16 - Q20
326,4,2,23,19.0,6.0,22,174,2,1,4.0,3,175,5.0,2,18,Q16 - Q20
327,4,2,1,3.0,4.0,5,175,7,2,3.0,2,7,2.0,4,64,Q16 - Q20
328,5,2,5,16.0,3.0,7,146,5,2,5.0,3,176,5.0,2,28,Q21 - Q30
329,3,2,13,15.0,4.0,8,176,6,5,1.0,1,173,3.0,1,83,Menos de Q10
330,6,1,1,6.0,2.0,40,64,5,5,4.0,3,177,6.0,2,36,Q21 - Q30
331,3,2,3,22.0,9.0,1,5,3,2,5.0,3,85,9.0,4,85,Q10 - Q15
332,4,1,5,7.0,6.0,2,41,4,2,5.0,3,178,8.0,3,6,Q21 - Q30
333,2,2,1,20.0,8.0,9,11,7,1,2.0,3,34,6.0,4,21,Q10 - Q15
334,6,1,1,8.0,5.0,5,89,3,1,6.0,1,179,1.0,1,26,Q16 - Q20
335,3,2,13,25.0,4.0,9,130,5,4,3.0,1,180,5.0,2,3,Q16 - Q20
336,5,1,16,21.0,6.0,1,177,6,2,2.0,2,6,8.0,3,30,Q10 - Q15
337,1,2,14,,8.0,23,178,3,2,2.0,2,28,3.0,2,87,Q16 - Q20
338,4,1,2,12.0,2.0,8,103,6,2,2.0,3,28,5.0,1,53,Q10 - Q15
339,4,2,12,35.0,5.0,7,179,2,4,2.0,3,181,6.0,1,49,Q16 - Q20
340,4,2,5,32.0,8.0,22,11,4,3,3.0,1,11,8.0,4,44,Q10 - Q15
341,4,2,23,,4.0,8,58,4,5,2.0,4,80,3.0,3,34,Q21 - Q30
342,3,2,17,19.0,6.0,8,11,7,3,2.0,1,12,3.0,3,61,Q21 - Q30
343,6,2,10,36.0,4.0,22,180,3,4,5.0,3,135,6.0,1,56,Q10 - Q15
344,4,1,4,29.0,6.0,9,5,5,1,5.0,1,12,1.0,1,56,
345,2,1,1,8.0,5.0,7,181,5,4,4.0,3,182,6.0,2,5,Menos de Q10
346,6,1,17,19.0,6.0,3,6,4,4,2.0,4,183,8.0,3,109,Q10 - Q15
347,2,1,1,3.0,4.0,8,30,3,1,5.0,3,113,3.0,3,4,Q16 - Q20
348,2,2,1,20.0,4.0,4,11,5,4,5.0,3,28,5.0,2,62,Q21 - Q30
349,2,1,1,6.0,4.0,7,182,4,3,2.0,3,184,6.0,4,45,Más de Q30
350,3,1,10,19.0,4.0,8,183,2,2,4.0,1,185,8.0,1,83,Q10 - Q15
351,2,1,1,1.0,4.0,20,184,4,2,4.0,1,100,4.0,1,17,Q16 - Q20
352,4,2,1,20.0,4.0,1,185,2,2,4.0,3,78,4.0,1,48,Q21 - Q30
353,2,2,18,12.0,6.0,7,186,3,2,5.0,1,16,6.0,2,59,Q10 - Q15
354,2,1,14,23.0,9.0,2,11,4,4,5.0,3,186,8.0,2,18,Q16 - Q20
355,3,2,1,8.0,7.0,7,187,5,3,5.0,3,16,4.0,4,3,Q21 - Q30
356,4,2,4,13.0,3.0,7,188,4,1,5.0,3,187,7.0,4,114,Q10 - Q15
357,2,1,4,29.0,4.0,2,3,4,1,4.0,2,11,5.0,2,70,Q16 - Q20
358,4,1,19,26.0,3.0,7,189,5,3,2.0,1,53,6.0,3,93,Q21 - Q30
359,4,1,1,6.0,7.0,37,190,4,4,4.0,1,4,5.0,1,115,Q10 - Q15
360,1,3,4,5.0,3.0,2,33,5,1,2.0,1,188,1.0,2,91,Q16 - Q20
361,6,1,1,1.0,8.0,5,31,7,2,6.0,3,28,5.0,2,96,Q21 - Q30
362,5,2,14,18.0,9.0,7,191,5,3,1.0,1,89,3.0,3,61,Q10 - Q15
363,2,1,1,1.0,4.0,5,192,4,3,5.0,1,11,9.0,1,29,Q10 - Q15
364,2,2,1,6.0,4.0,22,193,7,2,2.0,3,122,6.0,3,7,Q10 - Q15
365,2,2,13,33.0,2.0,37,32,2,3,1.0,1,189,9.0,4,116,Más de Q30
366,4,1,1,6.0,9.0,2,194,3,3,5.0,2,112,5.0,1,112,Q10 - Q15
367,3,2,14,18.0,4.0,2,195,3,3,2.0,3,190,6.0,4,34,Q16 - Q20
368,3,2,14,18.0,4.0,8,5,3,3,2.0,1,12,3.0,2,21,Q16 - Q20
369,4,1,1,8.0,9.0,22,156,7,4,2.0,3,25,8.0,1,35,Menos de Q10
370,2,1,3,,4.0,24,196,3,2,2.0,3,6,6.0,3,57,Q21 - Q30
371,6,2,1,1.0,4.0,2,197,3,2,4.0,1,100,8.0,1,21,Q21 - Q30
372,3,2,1,1.0,4.0,1,198,1,2,5.0,3,191,3.0,4,116,Q16 - Q20
373,4,1,1,20.0,5.0,5,199,1,2,5.0,5,144,1.0,3,11,Q16 - Q20
374,1,1,1,1.0,6.0,32,200,7,5,2.0,1,115,3.0,3,5,Menos de Q10
375,2,2,3,10.0,6.0,9,11,1,4,5.0,2,178,8.0,1,23,Q16 - Q20
376,5,2,4,29.0,5.0,8,201,2,1,2.0,1,109,9.0,1,77,Q16 - Q20
377,2,2,14,18.0,2.0,2,6,5,2,5.0,1,183,4.0,3,79,Q10 - Q15
378,1,1,19,26.0,2.0,7,194,1,2,5.0,2,126,8.0,2,59,Q10 - Q15
379,4,1,3,4.0,3.0,7,12,2,3,2.0,1,12,3.0,2,83,Menos de Q10
380,2,1,14,17.0,9.0,4,23,6,1,5.0,2,28,8.0,4,33,Q21 - Q30
381,1,1,1,6.0,4.0,25,24,3,3,3.0,3,85,6.0,1,30,Q21 - Q30
382,4,2,22,12.0,5.0,8,202,5,2,5.0,1,28,7.0,1,108,Q10 - Q15
383,3,1,1,20.0,4.0,5,203,5,2,6.0,1,7,8.0,2,50,Q16 - Q20
384,4,2,1,3.0,5.0,9,204,6,2,4.0,1,45,3.0,3,49,Q10 - Q15
385,3,2,1,3.0,4.0,8,6,5,3,2.0,1,117,3.0,1,67,Q16 - Q20
386,2,2,1,,4.0,41,205,2,1,4.0,3,192,7.0,3,77,Q10 - Q15
387,4,2,1,8.0,3.0,20,112,3,4,2.0,1,193,8.0,3,59,Menos de Q10
388,4,1,1,1.0,8.0,7,182,5,3,4.0,1,7,4.0,3,105,Q10 - Q15
389,5,2,14,18.0,2.0,7,113,6,1,5.0,3,172,3.0,3,72,Más de Q30
390,5,1,1,20.0,3.0,42,31,2,1,2.0,1,113,3.0,2,97,Q16 - Q20
391,3,1,1,1.0,4.0,8,11,6,1,2.0,3,11,2.0,3,47,Q16 - Q20
392,6,2,1,6.0,6.0,7,206,3,4,2.0,3,98,7.0,2,37,Q10 - Q15
393,2,2,1,8.0,4.0,8,39,5,1,2.0,4,194,3.0,3,49,Q16 - Q20
394,2,2,14,17.0,2.0,9,79,3,2,5.0,3,38,4.0,3,87,Q16 - Q20
395,4,1,2,19.0,9.0,1,39,1,4,2.0,3,195,2.0,1,117,Q21 - Q30
396,2,1,5,32.0,3.0,8,207,3,3,5.0,3,16,2.0,1,112,Q16 - Q20
397,1,1,1,1.0,4.0,9,11,3,3,5.0,3,149,5.0,3,62,Q16 - Q20
398,3,1,4,5.0,5.0,9,41,6,4,5.0,1,196,3.0,2,5,Q16 - Q20
399,5,2,16,21.0,6.0,5,18,4,2,4.0,3,11,8.0,2,109,Más de Q30
400,2,2,3,4.0,4.0,5,39,3,1,4.0,3,6,8.0,2,18,Q16 - Q20
401,2,2,4,13.0,3.0,18,208,3,2,1.0,1,69,9.0,1,95,Q16 - Q20
402,1,1,1,6.0,4.0,9,209,5,1,1.0,4,197,5.0,1,2,Q10 - Q15
403,4,2,3,22.0,7.0,1,210,2,3,5.0,3,55,9.0,4,71,Q21 - Q30
404,5,1,5,32.0,5.0,8,103,2,5,2.0,1,11,6.0,2,59,Q16 - Q20
405,6,1,1,6.0,2.0,4,211,5,2,6.0,3,75,8.0,2,12,Q21 - Q30
406,4,2,1,1.0,4.0,3,165,3,4,4.0,1,21,6.0,2,118,Q16 - Q20
407,4,3,7,11.0,2.0,7,31,2,1,5.0,3,28,1.0,1,112,Q16 - Q20
408,4,1,1,3.0,6.0,7,11,6,3,2.0,4,11,5.0,2,2,Q16 - Q20
409,4,1,13,15.0,5.0,7,5,5,5,1.0,3,12,3.0,4,100,Q16 - Q20
410,2,2,1,8.0,4.0,9,64,4,3,5.0,3,25,6.0,3,89,Q10 - Q15
411,2,2,1,8.0,4.0,7,89,4,1,1.0,3,18,6.0,2,47,Q10 - Q15
412,4,1,8,37.0,4.0,7,11,3,5,2.0,3,198,7.0,1,43,Q10 - Q15
413,6,1,20,19.0,4.0,4,212,2,5,1.0,3,180,8.0,3,118,Q16 - Q20
414,1,1,1,20.0,8.0,17,27,6,3,5.0,3,25,8.0,3,75,Q10 - Q15
415,2,1,4,29.0,4.0,5,6,3,1,2.0,4,11,8.0,2,46,Q16 - Q20
416,4,2,3,10.0,8.0,7,182,3,2,1.0,1,199,5.0,4,101,Q16 - Q20
417,6,2,12,35.0,3.0,4,213,5,2,2.0,1,200,3.0,3,42,Q16 - Q20
418,1,1,21,8.0,4.0,9,214,3,4,5.0,3,12,6.0,3,119,Q21 - Q30
419,4,1,3,10.0,4.0,1,215,3,2,5.0,3,28,6.0,2,26,Q10 - Q15
420,2,1,1,3.0,4.0,22,209,4,3,2.0,3,201,8.0,3,109,Q16 - Q20
421,2,2,1,8.0,6.0,9,39,4,1,1.0,1,11,9.0,2,62,Q16 - Q20
422,4,2,1,1.0,5.0,1,18,2,3,,5,202,5.0,3,66,Menos de Q10
423,4,1,17,38.0,9.0,5,76,5,4,5.0,1,188,7.0,1,57,Q16 - Q20
424,6,2,5,7.0,5.0,8,182,5,3,4.0,1,6,3.0,1,70,Q21 - Q30
425,4,1,22,19.0,9.0,23,4,3,4,3.0,1,38,5.0,1,115,Q16 - Q20
426,4,2,1,20.0,4.0,4,107,7,2,3.0,3,55,3.0,2,81,Q21 - Q30
427,5,2,1,20.0,7.0,8,216,5,3,4.0,3,68,9.0,3,83,Q10 - Q15
428,4,1,5,7.0,3.0,7,11,7,1,1.0,3,6,8.0,3,88,Q16 - Q20
429,3,1,1,20.0,,5,31,1,2,2.0,3,203,2.0,2,7,Q16 - Q20
430,6,2,1,6.0,7.0,8,134,1,4,3.0,3,95,6.0,4,104,Q16 - Q20
431,2,2,12,19.0,5.0,7,217,3,3,1.0,1,45,6.0,1,93,Q10 - Q15
432,1,1,14,17.0,8.0,9,173,5,2,2.0,3,6,5.0,2,29,Q21 - Q30
433,2,1,5,32.0,8.0,8,218,4,5,4.0,5,204,3.0,2,8,Q10 - Q15
434,4,2,1,20.0,4.0,23,4,4,2,2.0,4,65,3.0,1,31,Menos de Q10
435,1,1,3,4.0,4.0,9,112,4,4,5.0,3,122,1.0,1,71,Q10 - Q15
436,1,2,23,19.0,5.0,4,219,5,2,5.0,3,19,5.0,1,107,Q16 - Q20
437,1,2,1,3.0,4.0,23,52,3,3,3.0,3,9,6.0,1,99,Q10 - Q15
438,2,1,14,17.0,2.0,9,220,6,2,5.0,2,11,1.0,1,120,Q21 - Q30
439,2,2,1,3.0,4.0,3,102,4,1,5.0,1,182,6.0,3,101,Q21 - Q30
440,4,2,23,12.0,9.0,2,37,2,2,5.0,3,63,4.0,4,99,Q21 - Q30
441,4,1,1,3.0,4.0,1,135,2,3,4.0,3,205,6.0,1,93,Q16 - Q20
442,4,2,12,12.0,3.0,9,56,5,5,5.0,1,206,8.0,1,117,Q10 - Q15
443,4,1,18,39.0,4.0,2,221,5,3,2.0,3,12,8.0,2,70,Q21 - Q30
444,4,1,14,23.0,4.0,7,5,3,5,5.0,5,42,8.0,4,112,Q21 - Q30
445,6,1,14,23.0,9.0,9,53,7,5,6.0,1,6,1.0,1,26,Q10 - Q15
446,4,2,1,1.0,8.0,8,56,6,4,5.0,3,42,1.0,3,22,Más de Q30
447,4,1,14,18.0,4.0,5,135,6,4,6.0,3,34,6.0,2,73,Q10 - Q15
448,4,1,2,19.0,4.0,8,6,1,3,3.0,1,50,5.0,2,25,Q16 - Q20
449,4,2,4,31.0,4.0,24,103,2,4,2.0,3,138,6.0,3,11,Menos de Q10
450,2,2,1,8.0,,2,6,2,4,3.0,5,192,7.0,4,3,Q10 - Q15
451,2,2,6,12.0,5.0,9,222,3,3,4.0,3,12,9.0,1,80,Q10 - Q15
452,4,2,8,19.0,5.0,9,93,3,5,2.0,3,207,2.0,3,32,Q16 - Q20
453,6,1,13,33.0,4.0,4,22,1,5,2.0,1,179,5.0,1,48,Q10 - Q15
454,4,1,1,20.0,3.0,1,4,4,1,2.0,3,34,4.0,3,70,Q21 - Q30
455,4,1,1,1.0,8.0,7,11,4,2,5.0,1,208,5.0,2,85,Menos de Q10
456,1,2,1,8.0,1.0,43,223,1,1,5.0,1,155,5.0,2,112,Q21 - Q30
457,4,1,1,1.0,3.0,28,116,6,1,6.0,1,7,9.0,1,114,Q10 - Q15
458,3,2,3,10.0,8.0,22,4,1,4,4.0,1,209,7.0,1,31,Q16 - Q20
459,4,1,8,19.0,7.0,22,50,3,4,5.0,3,12,3.0,2,6,Q21 - Q30
460,5,1,9,12.0,3.0,7,11,2,4,5.0,1,80,8.0,2,76,Q16 - Q20
461,4,1,4,13.0,9.0,3,11,3,3,5.0,5,99,5.0,3,103,Q10 - Q15
462,4,2,1,3.0,5.0,4,35,1,2,2.0,3,7,7.0,1,1,Q10 - Q15
463,4,2,4,29.0,4.0,7,39,6,3,2.0,3,168,3.0,4,24,Q21 - Q30
464,2,1,11,12.0,5.0,9,224,3,1,1.0,1,210,5.0,4,80,Q10 - Q15
465,3,1,14,23.0,4.0,9,225,4,5,2.0,1,211,3.0,2,111,Q10 - Q15
466,2,1,1,1.0,4.0,8,39,5,2,5.0,1,92,9.0,3,74,Menos de Q10
467,6,2,3,22.0,7.0,8,226,4,1,5.0,1,212,8.0,1,104,Q21 - Q30
468,4,1,5,16.0,7.0,2,79,1,3,1.0,1,213,8.0,3,105,Q16 - Q20
469,2,2,5,7.0,9.0,3,5,2,1,3.0,1,214,3.0,2,102,Q21 - Q30
470,4,1,1,20.0,3.0,1,165,3,4,5.0,3,23,5.0,3,79,Q10 - Q15
471,2,2,1,20.0,3.0,8,18,4,1,5.0,3,45,6.0,1,93,Menos de Q10
472,4,1,20,12.0,5.0,5,227,6,2,5.0,1,28,6.0,1,21,Q10 - Q15
473,2,1,1,20.0,3.0,9,5,6,3,6.0,3,155,1.0,1,21,Q16 - Q20
474,5,2,3,22.0,4.0,1,73,3,3,1.0,1,12,7.0,4,107,Q16 - Q20
475,4,2,1,1.0,3.0,1,4,3,2,3.0,3,215,5.0,4,2,Q10 - Q15
476,3,1,1,8.0,6.0,7,47,3,2,2.0,1,12,9.0,3,81,Q16 - Q20
477,3,1,1,1.0,3.0,7,54,5,1,2.0,1,31,9.0,1,93,Q16 - Q20
478,3,2,16,19.0,6.0,35,27,2,4,2.0,4,107,3.0,1,74,Q21 - Q30
479,2,1,10,36.0,8.0,8,228,7,1,5.0,1,216,4.0,3,114,Q16 - Q20
480,4,2,1,1.0,2.0,22,59,5,2,2.0,2,4,6.0,3,30,Q10 - Q15
481,4,2,1,1.0,4.0,8,229,2,3,4.0,2,168,5.0,1,29,Q21 - Q30
482,4,1,19,26.0,4.0,21,10,6,3,1.0,2,217,9.0,2,52,Q16 - Q20
483,1,1,15,12.0,4.0,8,11,4,2,4.0,2,218,7.0,4,93,Q21 - Q30
484,6,1,1,20.0,4.0,22,6,4,2,5.0,1,75,4.0,3,30,Q21 - Q30
485,4,2,1,8.0,3.0,5,5,3,5,5.0,4,219,4.0,3,63,Q21 - Q30
486,2,2,12,35.0,4.0,7,99,7,2,2.0,3,220,1.0,2,114,Menos de Q10
487,6,1,1,3.0,3.0,22,4,1,4,5.0,3,24,3.0,1,82,Q10 - Q15
488,2,2,12,19.0,4.0,3,4,7,3,5.0,3,145,7.0,4,30,Q21 - Q30
489,1,3,5,32.0,4.0,7,230,3,3,4.0,3,221,5.0,1,5,Q21 - Q30
490,2,1,1,6.0,6.0,3,11,4,5,2.0,3,65,7.0,3,21,Q10 - Q15
491,6,2,1,8.0,4.0,4,231,1,2,1.0,1,112,3.0,1,85,Q16 - Q20
492,6,1,5,32.0,3.0,3,39,6,3,4.0,3,28,7.0,3,30,Más de Q30
493,4,2,1,3.0,4.0,8,5,5,1,3.0,3,222,9.0,3,100,Q16 - Q20
494,3,2,22,19.0,4.0,4,209,7,2,1.0,3,109,8.0,2,1,Q16 - Q20
495,2,2,5,7.0,3.0,9,52,4,4,5.0,3,115,5.0,1,70,Q16 - Q20
496,2,2,5,16.0,6.0,30,31,4,2,1.0,3,34,3.0,1,12,Q16 - Q20
497,5,2,14,23.0,3.0,8,22,3,2,4.0,3,143,7.0,4,3,Q10 - Q15
498,4,2,15,24.0,4.0,8,11,5,3,2.0,2,52,1.0,1,32,Más de Q30
499,3,2,18,39.0,4.0,7,48,6,4,5.0,3,32,,4,95,Menos de Q10
500,2,2,5,32.0,4.0,9,68,5,1,2.0,3,14,5.0,1,6,Q10 - Q15
501,4,2,6,12.0,2.0,23,6,2,1,5.0,2,6,9.0,4,113,Q16 - Q20
502,4,1,3,22.0,9.0,7,232,3,2,4.0,3,68,5.0,4,67,Q10 - Q15
503,4,2,3,10.0,6.0,5,11,7,3,2.0,3,60,3.0,1,99,Q21 - Q30
504,6,2,1,1.0,3.0,8,233,1,1,5.0,1,14,3.0,2,41,Q10 - Q15
505,5,1,1,8.0,4.0,30,234,1,1,1.0,1,223,8.0,1,18,Q21 - Q30
506,1,2,13,33.0,4.0,9,235,4,2,1.0,1,224,8.0,2,78,Q10 - Q15
507,3,1,1,20.0,9.0,5,11,5,3,4.0,1,225,6.0,1,16,Q10 - Q15
508,3,2,1,8.0,1.0,5,236,2,3,6.0,1,49,8.0,4,23,Q16 - Q20
509,2,2,1,6.0,3.0,21,209,4,1,2.0,1,226,9.0,3,98,Q21 - Q30
510,3,2,1,8.0,,5,237,2,2,2.0,4,45,9.0,3,89,Menos de Q10
511,1,1,6,,8.0,8,5,5,1,5.0,4,227,7.0,3,104,Q10 - Q15
512,3,2,4,29.0,7.0,35,238,3,3,6.0,1,63,4.0,4,39,Q16 - Q20
513,3,3,1,20.0,5.0,8,11,1,2,2.0,3,136,,2,119,Q10 - Q15
514,2,2,1,20.0,4.0,4,68,6,1,3.0,3,228,5.0,2,112,Q10 - Q15
515,3,2,4,31.0,6.0,2,41,2,2,2.0,4,73,2.0,4,111,Q16 - Q20
516,2,2,5,16.0,6.0,23,6,2,1,5.0,5,14,9.0,2,121,Q10 - Q15
517,5,1,4,31.0,7.0,5,14,6,2,2.0,1,229,5.0,4,78,Menos de Q10
518,4,1,14,23.0,5.0,17,6,4,2,2.0,3,148,5.0,3,17,Q10 - Q15
519,1,2,1,3.0,8.0,17,73,1,3,3.0,3,6,4.0,2,101,Q10 - Q15
520,6,2,4,13.0,4.0,20,239,3,3,2.0,1,34,6.0,2,39,Q10 - Q15
521,4,1,20,19.0,1.0,22,240,5,2,2.0,2,230,5.0,1,23,Q21 - Q30
522,4,2,3,22.0,4.0,4,156,7,3,5.0,1,231,8.0,1,84,Q10 - Q15
523,3,2,1,6.0,3.0,44,4,5,3,1.0,1,126,5.0,2,23,Q21 - Q30
524,4,2,1,20.0,2.0,17,111,1,5,3.0,1,232,9.0,3,63,Menos de Q10
525,5,1,1,1.0,5.0,7,241,7,2,1.0,2,115,4.0,1,39,Q16 - Q20
526,2,2,11,14.0,4.0,17,182,2,1,1.0,1,167,3.0,3,78,Q16 - Q20
527,2,2,17,12.0,5.0,1,242,6,3,2.0,1,11,2.0,1,4,Q21 - Q30
528,4,1,1,6.0,3.0,3,103,3,2,6.0,1,112,4.0,1,65,Q16 - Q20
529,4,2,9,19.0,6.0,1,6,5,4,,3,12,7.0,3,83,Q10 - Q15
530,2,1,12,12.0,2.0,5,31,4,2,1.0,1,233,5.0,1,11,Q21 - Q30
531,3,1,1,3.0,3.0,21,32,4,4,2.0,3,182,8.0,4,79,Q10 - Q15
532,1,1,1,6.0,,8,4,3,5,5.0,1,11,5.0,3,37,Q16 - Q20
533,1,2,1,3.0,3.0,45,243,3,5,4.0,1,14,3.0,1,66,Q10 - Q15
534,4,2,4,29.0,7.0,7,244,7,3,1.0,3,6,9.0,3,34,Q21 - Q30
535,4,1,5,7.0,6.0,5,245,1,4,5.0,4,4,2.0,1,101,Q16 - Q20
536,4,2,14,17.0,4.0,23,246,5,2,2.0,3,234,4.0,2,29,Q16 - Q20
537,3,1,1,3.0,2.0,44,135,2,5,4.0,1,12,7.0,1,42,Q10 - Q15
538,2,2,1,6.0,9.0,9,247,6,4,5.0,3,31,1.0,4,72,Q10 - Q15
539,3,1,18,19.0,5.0,9,10,3,3,2.0,2,19,7.0,4,115,Q10 - Q15
540,2,2,1,3.0,5.0,9,135,3,4,5.0,3,45,3.0,1,4,Q10 - Q15
541,5,1,1,3.0,9.0,4,248,3,2,,1,14,8.0,1,43,Más de Q30
542,2,2,1,3.0,6.0,1,170,3,2,4.0,3,235,1.0,3,70,Q21 - Q30
543,4,1,3,,5.0,8,249,4,2,6.0,1,6,4.0,2,100,Q21 - Q30
544,4,1,3,10.0,4.0,7,103,6,5,3.0,4,138,8.0,1,79,Q10 - Q15
545,6,1,1,6.0,2.0,23,250,7,2,2.0,3,6,7.0,1,75,Q21 - Q30
546,2,2,1,1.0,2.0,8,32,7,3,4.0,2,40,8.0,3,114,Q21 - Q30
547,2,1,4,13.0,9.0,7,4,5,4,4.0,5,2,6.0,2,44,Más de Q30
548,3,2,1,1.0,4.0,3,11,2,2,3.0,3,24,8.0,3,34,Más de Q30
549,4,2,1,3.0,8.0,8,251,7,3,5.0,1,86,6.0,2,108,Q16 - Q20
550,1,2,19,26.0,8.0,7,32,4,3,5.0,3,236,3.0,1,48,Q10 - Q15
551,2,2,3,22.0,4.0,5,252,3,4,6.0,3,7,6.0,1,91,Q10 - Q15
552,6,3,15,19.0,3.0,7,18,3,3,5.0,1,77,7.0,1,14,Más de Q30
553,2,2,1,3.0,2.0,8,6,1,2,5.0,1,237,8.0,1,97,Q10 - Q15
554,2,1,23,34.0,5.0,5,6,5,3,5.0,4,6,5.0,1,102,Q16 - Q20
555,5,1,6,9.0,6.0,5,39,1,5,4.0,3,146,9.0,3,38,Q16 - Q20
556,1,1,4,29.0,8.0,3,32,4,1,5.0,3,238,8.0,2,37,Q16 - Q20
557,2,1,11,12.0,4.0,1,83,1,3,2.0,1,11,5.0,2,47,Q16 - Q20
558,6,2,14,23.0,4.0,7,4,3,4,2.0,3,7,5.0,2,116,Q10 - Q15
559,5,1,1,6.0,3.0,5,253,5,2,5.0,4,52,7.0,1,12,Q10 - Q15
560,6,1,1,8.0,8.0,9,254,7,3,2.0,3,239,5.0,1,46,Q10 - Q15
561,1,1,4,5.0,8.0,8,255,5,1,5.0,1,138,3.0,3,7,Q21 - Q30
562,6,1,3,4.0,3.0,1,10,2,4,5.0,1,240,4.0,4,5,Q21 - Q30
563,1,1,5,7.0,4.0,8,256,4,4,5.0,3,31,8.0,2,7,Q10 - Q15
564,5,1,1,6.0,3.0,5,39,7,4,2.0,1,6,5.0,3,77,Q16 - Q20
565,3,1,22,12.0,4.0,17,257,4,2,2.0,4,241,2.0,3,62,Q16 - Q20
566,3,1,1,3.0,4.0,8,11,3,5,1.0,3,25,9.0,2,93,Q16 - Q20
567,6,2,1,6.0,8.0,9,258,5,2,2.0,1,242,8.0,3,19,Menos de Q10
